rebrickable_fig_num,bricklink_minifig_id,match_score,trusted
fig-000005,frnd562,85.5,yes
fig-000005,frnd563,85.5,yes
fig-000005,frnd564,85.5,yes
fig-000003,frnd565,85.5,yes
fig-000010,frnd566,85.5,yes
fig-000007,avt012,85.5,yes
fig-013134,avt013,90.0,yes
fig-013443,sw1250,100.0,yes
fig-000061,sw1245,85.5,yes
fig-000061,sw1251,85.5,yes
fig-000033,sw1252,85.5,yes
fig-000003,sw1249,85.5,yes
fig-013496,col410,100.0,yes
fig-011608,sh0850,90.0,yes
fig-011101,47394pb338,90.0,yes
fig-014390,47394pb339,90.0,yes
fig-000176,idea139,90.0,yes
fig-000176,idea144,90.0,yes
fig-000176,idea134,90.0,yes
fig-000176,idea135,90.0,yes
fig-000004,idea145,85.5,yes
fig-006532,idea146,90.0,yes
fig-000176,idea127,90.0,yes
fig-000176,idea129,90.0,yes
fig-000176,idea133,90.0,yes
fig-000176,idea125,90.0,yes
fig-000176,idea131,90.0,yes
fig-000176,idea143,90.0,yes
fig-000176,idea141,90.0,yes
fig-000176,idea138,90.0,yes
fig-000176,idea132,90.0,yes
fig-000176,idea137,90.0,yes
fig-000176,idea126,90.0,yes
fig-000176,idea130,90.0,yes
fig-000176,idea140,90.0,yes
fig-000176,idea142,90.0,yes
fig-000176,idea136,90.0,yes
fig-000176,idea128,90.0,yes
fig-013455,gen167,85.5,yes
fig-013455,gen168,85.5,yes
fig-011193,gen169,85.5,yes
fig-013455,gen170,85.5,yes
fig-000003,tech041a,85.5,yes
fig-000004,sh0851,85.5,yes
fig-011407,sh0852,90.0,yes
fig-000061,sh0853,85.5,yes
fig-000010,sh0854,85.5,yes
fig-000007,sh0855,85.5,yes
fig-013380,sh0856,100.0,yes
fig-000004,sh0858,85.5,yes
fig-000007,sh0859,85.5,yes
fig-013400,mk106,100.0,yes
fig-013401,mk107,100.0,yes
fig-013399,mk108,100.0,yes
fig-000010,mk109,85.5,yes
fig-008259,mk110,90.0,yes
fig-013413,mk111,90.0,yes
fig-000010,mk112,85.5,yes
fig-000003,cty1513,85.5,yes
fig-000211,col411,85.5,yes
fig-000211,col412,85.5,yes
fig-000004,col413,85.5,yes
fig-000019,col414,85.5,yes
fig-000211,col415,85.5,yes
fig-000211,col416,85.5,yes
fig-000211,col417,85.5,yes
fig-000048,col418,85.5,yes
fig-000211,col419,85.5,yes
fig-000048,col420,85.5,yes
fig-000211,col421,85.5,yes
fig-000075,col422,85.5,yes
fig-000211,col423,85.5,yes
fig-000004,frnd567,85.5,yes
fig-008252,frnd568,90.0,yes
fig-000003,frnd569,85.5,yes
fig-003344,frnd570,90.0,yes
fig-000029,frnd571,85.5,yes
fig-013274,frnd572,90.0,yes
fig-002029,frnd573,87.7,yes
fig-013278,frnd574,85.5,yes
fig-000007,frnd575,85.5,yes
fig-000007,frnd576,85.5,yes
fig-000004,frnd577,85.5,yes
fig-000007,frnd578,85.5,yes
fig-000007,frnd579,85.5,yes
fig-000061,frnd580,85.5,yes
fig-014493,cty1519,90.0,yes
fig-000003,cty1520,85.5,yes
fig-000004,cty1521,85.5,yes
fig-000004,cty1522,85.5,yes
fig-000004,cty1523,85.5,yes
fig-000020,sp134,85.5,yes
fig-009479,sp135,90.0,yes
fig-011159,twn451,90.0,yes
fig-013487,twn452,90.0,yes
fig-000007,twn453,85.5,yes
fig-000003,twn454,85.5,yes
fig-000915,twn455,83.3,no
fig-011138,twn456,90.0,yes
fig-000003,twn457,85.5,yes
fig-013493,twn458,90.0,yes
fig-000003,47394pb340,85.5,yes
fig-013196,gen171,100.0,yes
fig-000007,dp167,85.5,yes
fig-005097,cty1524,90.0,yes
fig-000004,cty1525,85.5,yes
fig-000010,cty1526,85.5,yes
fig-000004,cty1527,85.5,yes
fig-000007,dp168,85.5,yes
fig-000007,dp169,85.5,yes
fig-000771,dp170,90.0,yes
fig-012094,njo0790,90.0,yes
fig-013417,njo0791,100.0,yes
fig-000007,frnd581,85.5,yes
fig-000007,frnd582,85.5,yes
fig-000005,frnd583,85.5,yes
fig-013441,cty1528,90.0,yes
fig-000072,njo0784a,85.5,yes
fig-000003,frnd584,85.5,yes
fig-000004,frnd585,85.5,yes
fig-000007,frnd586,85.5,yes
fig-000007,frnd587,85.5,yes
fig-013419,njo0792,90.0,yes
fig-006546,njo0793,90.0,yes
fig-011619,njo0794,90.0,yes
fig-013754,njo0795,86.9,yes
fig-000006,njo0796,85.5,yes
fig-000149,njo0797,85.5,yes
fig-000003,frnd588,85.5,yes
fig-000007,frnd589,85.5,yes
fig-000007,frnd590,85.5,yes
fig-000002,mk113,85.5,yes
fig-000053,mk114,85.5,yes
fig-013407,mk115,90.3,yes
fig-000003,cty1529,85.5,yes
fig-000004,cty1530,85.5,yes
fig-000004,frnd591,85.5,yes
fig-000007,frnd592,85.5,yes
fig-012866,cty1534,95.0,yes
fig-000003,frnd593,85.5,yes
fig-000007,frnd594,85.5,yes
fig-000004,frnd595,85.5,yes
fig-000004,frnd596,85.5,yes
fig-000003,frnd597,85.5,yes
fig-000003,frnd598,85.5,yes
fig-000003,frnd599,85.5,yes
fig-000004,hol305,85.5,yes
fig-000004,hol306,85.5,yes
fig-000004,hol307,85.5,yes
fig-000004,hol308,85.5,yes
fig-000004,hol309,85.5,yes
fig-013409,mk116,100.0,yes
fig-013413,mk117,90.0,yes
fig-011223,hol310,90.0,yes
fig-008248,mk118,90.0,yes
fig-008262,mk119,90.0,yes
fig-000010,mk120,85.5,yes
fig-000004,hol311,85.5,yes
fig-000004,hol312,85.5,yes
fig-000004,hol313,85.5,yes
fig-000004,hol314,85.5,yes
fig-000004,hol315,85.5,yes
fig-000004,hol316,85.5,yes
fig-000004,hol321,85.5,yes
fig-000004,hol319,85.5,yes
fig-008262,hol317,90.0,yes
fig-000004,hol318,85.5,yes
fig-000003,hol320,85.5,yes
fig-000004,hol322,85.5,yes
fig-000003,frnd600,85.5,yes
fig-000003,frnd601,85.5,yes
fig-013260,frnd602,90.0,yes
fig-013261,frnd603,90.0,yes
fig-000004,dp171,85.5,yes
fig-000005,dp172,85.5,yes
fig-000003,frnd604,85.5,yes
fig-000003,frnd605,85.5,yes
fig-013421,njo0798,100.0,yes
fig-000007,frnd606,85.5,yes
fig-003344,frnd607,90.0,yes
fig-000003,cty1531,85.5,yes
fig-001612,cty1532,90.0,yes
fig-001612,cty1533,90.0,yes
fig-005812,mar0140,67.5,no
fig-000007,frnd608,85.5,yes
fig-000003,frnd609,85.5,yes
fig-000007,frnd610,85.5,yes
fig-000007,frnd611,85.5,yes
fig-000010,gen172,85.5,yes
fig-000003,frnd612,85.5,yes
fig-000003,frnd613,85.5,yes
fig-000003,frnd614,85.5,yes
fig-000003,frnd615,85.5,yes
fig-000003,frnd616,85.5,yes
fig-013314,min136,90.0,yes
fig-000004,cty1535,85.5,yes
fig-000176,soc149,90.0,yes
fig-000176,soc151,90.0,yes
fig-000176,soc150,90.0,yes
fig-013506,mar0141,100.0,yes
fig-000004,cty1536,85.5,yes
fig-000004,cty1537,85.5,yes
fig-000004,cty1538,85.5,yes
fig-000004,cty1539,85.5,yes
fig-000004,cty1540,85.5,yes
fig-000004,cty1541,85.5,yes
fig-000003,cty1542,85.5,yes
fig-000004,cty1543,85.5,yes
fig-000004,cty1544,85.5,yes
fig-000004,cty1545,85.5,yes
fig-000003,cty1546,85.5,yes
fig-000003,cty1547,85.5,yes
fig-000775,njo0799,85.5,yes
fig-002233,njo0800,85.5,yes
fig-013309,min138,100.0,yes
fig-013308,min137,92.3,yes
fig-016508,min139,90.0,yes
fig-000049,adp053,90.0,yes
fig-000005,adp054,85.5,yes
fig-000049,adp055,90.0,yes
fig-000049,adp056,90.0,yes
fig-000049,adp057,90.0,yes
fig-000004,adp058,85.5,yes
fig-013481,mar0142,100.0,yes
fig-000003,mar0143,85.5,yes
fig-011976,mar0144,90.0,yes
fig-013477,mar0145,95.0,yes
fig-013480,mar0146,90.0,yes
fig-000007,mar0147,85.5,yes
fig-011588,mar0148,90.0,yes
fig-000003,cty1548,85.5,yes
fig-013421,njo0801,90.0,yes
fig-006691,cty1549,86.7,yes
fig-000003,cty1550,85.5,yes
fig-000004,cty1551,85.5,yes
fig-000007,oct071,85.5,yes
fig-003279,cty1552,85.5,yes
fig-000004,cty1553,85.5,yes
fig-000004,cty1554,85.5,yes
fig-000004,cty1555,85.5,yes
fig-000005,cty1556,85.5,yes
fig-000003,cty1557,85.5,yes
fig-000003,cty1558,85.5,yes
fig-000061,shg021,85.5,yes
fig-013455,gen173,73.1,no
fig-013442,sc104,100.0,yes
fig-000004,min140,85.5,yes
fig-013307,min141,93.6,yes
fig-013482,mar0149,100.0,yes
fig-013473,mar0150,100.0,yes
fig-000004,cty1559,85.5,yes
fig-000004,cty1560,85.5,yes
fig-000004,cty1561,85.5,yes
fig-000004,cty1562,85.5,yes
fig-000004,cty1563,85.5,yes
fig-000004,cty1564,85.5,yes
fig-000007,sh0857,85.5,yes
fig-000005,frnd617,85.5,yes
fig-000019,frnd618,85.5,yes
fig-000004,frnd619,85.5,yes
fig-000010,sh0860,85.5,yes
fig-000004,cty1565,85.5,yes
fig-000004,cty1566,85.5,yes
fig-000004,cty1567,85.5,yes
fig-000004,cty1568,85.5,yes
fig-000004,cty1569,85.5,yes
fig-000176,soc152s,90.0,yes
fig-000176,soc152,90.0,yes
fig-000004,hp396,85.5,yes
fig-013545,hp397,90.0,yes
fig-000005,hp398,85.5,yes
fig-000010,hp399,85.5,yes
fig-000004,hp400,85.5,yes
fig-013543,hp401,90.0,yes
fig-000005,hp402,85.5,yes
fig-000010,hp403,85.5,yes
fig-013540,hp404,90.0,yes
fig-000072,hp405,85.5,yes
fig-000061,hp406,85.5,yes
fig-008950,hp407,90.0,yes
fig-013578,hp408,96.3,yes
fig-000007,hp409,85.5,yes
fig-013574,hp410,95.4,yes
fig-013573,hp411,100.0,yes
fig-000007,hp412,85.5,yes
fig-016076,hp413,90.0,yes
fig-000072,hp414,85.5,yes
fig-013563,hp415,85.9,yes
fig-000004,hp416,85.5,yes
fig-000059,hp417,85.5,yes
fig-014122,hp442,90.0,yes
fig-000010,sw1253,85.5,yes
fig-000020,LLP002a,85.5,yes
fig-000005,LLP003a,85.5,yes
fig-000004,cty1570,85.5,yes
fig-000005,cty1571,85.5,yes
fig-000004,cty1572,85.5,yes
fig-000004,cty1573,85.5,yes
fig-013523,hp418,95.0,yes
fig-013518,njo0802,95.0,yes
fig-000003,sh0861,85.5,yes
fig-000004,twn459,85.5,yes
fig-009554,twn460,86.0,yes
fig-000004,cty1574,85.5,yes
fig-000021,dis092,85.5,yes
fig-000211,dis093,85.5,yes
fig-013753,dis094,90.0,yes
fig-000075,dis095,85.5,yes
fig-000048,dis096,85.5,yes
fig-013725,dis097,90.0,yes
fig-013749,dis098,90.0,yes
fig-000048,dis099,85.5,yes
fig-000048,dis100,85.5,yes
fig-000075,dis101,85.5,yes
fig-000048,dis102,85.5,yes
fig-013717,dis103,90.0,yes
fig-013751,dis104,90.0,yes
fig-013718,dis105,90.0,yes
fig-013750,dis106,90.0,yes
fig-000211,dis107,85.5,yes
fig-000048,dis108,85.5,yes
fig-000211,dis109,85.5,yes
fig-000004,cty1575,85.5,yes
fig-000004,cty1576,85.5,yes
fig-000004,cty1577,85.5,yes
fig-011825,cty1578,90.0,yes
fig-000004,cty1579,85.5,yes
fig-000004,cty1580,85.5,yes
fig-000003,cty1581,85.5,yes
fig-013463,mar0151,90.0,yes
fig-013464,mar0152,90.0,yes
fig-013465,mar0153,90.0,yes
fig-000486,mar0155,85.5,yes
fig-013467,mar0156,90.0,yes
fig-000486,mar0157,85.5,yes
fig-000007,mar0158,85.5,yes
fig-000007,sw1254,85.5,yes
fig-000004,idea147,85.5,yes
fig-000005,idea148,85.5,yes
fig-000004,idea149,85.5,yes
fig-012847,idea150,87.4,yes
fig-013733,sw1256,100.0,yes
fig-013734,sw1257,100.0,yes
fig-004464,sw1258,90.0,yes
fig-013592,dis083,93.0,yes
fig-013591,dis084,92.3,yes
fig-013593,dis082,90.0,yes
fig-000005,dp173,85.5,yes
fig-000005,dp174,85.5,yes
fig-000004,cty1582,85.5,yes
fig-000004,cty1583,85.5,yes
fig-000003,cty1584,85.5,yes
fig-002574,njo0803,90.0,yes
fig-000003,cty1585,85.5,yes
fig-013475,mar0159,100.0,yes
fig-002076,min142,100.0,yes
fig-001953,sh0862,90.0,yes
fig-000004,sh0863,85.5,yes
fig-005069,sh0864,90.0,yes
fig-013528,sh0865,94.3,yes
fig-013302,min143,100.0,yes
fig-013303,min144,100.0,yes
fig-013304,min145,100.0,yes
fig-000072,lor114,85.5,yes
fig-000029,lor115,85.5,yes
fig-000029,lor116,85.5,yes
fig-000053,lor130,85.5,yes
fig-005248,lor121,90.0,yes
fig-005903,lor118,90.0,yes
fig-000007,dp176,85.5,yes
fig-013374,dp175,100.0,yes
fig-003602,dp177,90.0,yes
fig-011639,sw1287,90.0,yes
fig-005192,lor119,90.0,yes
fig-013600,lor117,100.0,yes
fig-005194,lor127,90.0,yes
fig-000612,lor128,90.0,yes
fig-000010,lor120,85.5,yes
fig-000005,lor122,85.5,yes
fig-000007,lor125,85.5,yes
fig-000004,adp059,85.5,yes
fig-000004,adp060,85.5,yes
fig-000004,adp061,85.5,yes
fig-000004,adp062,85.5,yes
fig-000003,adp063,85.5,yes
fig-013623,adp064,90.4,yes
fig-015131,lor112,90.0,yes
fig-015133,lor113,90.0,yes
fig-000004,lor124,85.5,yes
fig-000004,lor123,85.5,yes
fig-005249,lor126,90.0,yes
fig-005181,lor129,90.0,yes
fig-000003,sh0866,85.5,yes
fig-000003,sh0867,85.5,yes
fig-000003,sh0868,85.5,yes
fig-006546,min146,90.0,yes
fig-013629,mar0160,100.0,yes
fig-013681,dis091,100.0,yes
fig-013680,dis090,100.0,yes
fig-000061,dis088,85.5,yes
fig-005756,dis086,90.0,yes
fig-013679,dis087,90.0,yes
fig-000019,dis085,85.5,yes
fig-000007,dis089,85.5,yes
fig-004064,crs112,90.0,yes
fig-013134,avt022,90.0,yes
fig-013427,avt023,90.0,yes
fig-013349,cty1586,87.2,yes
fig-000003,cty1587,85.5,yes
fig-000004,cty1588,85.5,yes
fig-000004,cty1589,85.5,yes
fig-000007,sh0869,85.5,yes
fig-000057,njo0804,85.5,yes
fig-000061,njo0805,85.5,yes
fig-000007,avt024,85.5,yes
fig-013427,avt025,90.0,yes
fig-013434,avt026,100.0,yes
fig-013435,avt027,100.0,yes
fig-012966,adp065,90.6,yes
fig-000004,adp066,85.5,yes
fig-000004,adp067,85.5,yes
fig-000004,adp068,85.5,yes
fig-009554,adp069,86.0,yes
fig-000004,adp070,85.5,yes
fig-000004,adp071,85.5,yes
fig-000012,sc105,85.5,yes
fig-000005,adp072,85.5,yes
fig-000005,adp073,85.5,yes
fig-000005,adp074,85.5,yes
fig-000003,adp075,85.5,yes
fig-000005,adp078,85.5,yes
fig-000004,adp079,85.5,yes
fig-000004,adp080,85.5,yes
fig-000004,adp081,85.5,yes
fig-000012,sc106,85.5,yes
fig-000004,cty1590,85.5,yes
fig-005097,cty1591,90.0,yes
fig-000005,cty1592,85.5,yes
fig-005446,sh0870,90.0,yes
fig-000005,sh0871,85.5,yes
fig-005433,sh0872,90.0,yes
fig-000004,adp082,85.5,yes
fig-000004,adp083,85.5,yes
fig-000004,adp084,85.5,yes
fig-000004,adp085,85.5,yes
fig-000004,adp086,85.5,yes
fig-000004,adp087,85.5,yes
fig-000004,adp088,85.5,yes
fig-000003,adp089,85.5,yes
fig-000004,adp090,85.5,yes
fig-013638,adp091,88.0,yes
fig-008343,adp092,87.4,yes
fig-016099,sc108,95.0,yes
fig-016099,sc107,85.8,yes
fig-001846,jw102,90.0,yes
fig-000003,cty1593,85.5,yes
fig-000005,adp076,85.5,yes
fig-000003,adp077,85.5,yes
fig-000007,sw1270,85.5,yes
fig-013888,sw1269,100.0,yes
fig-013887,sw1268,100.0,yes
fig-005438,sh0874,90.0,yes
fig-000010,sh0873,85.5,yes
fig-000007,sw1263,85.5,yes
fig-000038,sw1262,85.5,yes
fig-013747,sw1266,96.7,yes
fig-013743,sw1264,86.1,yes
fig-000004,sw1265,85.5,yes
fig-014453,sw1271,100.0,yes
fig-005027,sh0879,90.0,yes
fig-005339,sh0878,90.0,yes
fig-005033,sh0876,90.0,yes
fig-013666,sh0877,100.0,yes
fig-013669,sh0875,86.3,yes
fig-013736,sw1259,95.0,yes
fig-013738,sw1261,100.0,yes
fig-000007,sw1267,85.5,yes
fig-000012,sc109,85.5,yes
fig-000004,cty1594,85.5,yes
fig-000004,cty1595,85.5,yes
fig-000004,iaj046,85.5,yes
fig-005829,iaj047,91.9,yes
fig-013694,iaj048,100.0,yes
fig-000005,sw0202a,85.5,yes
fig-010494,tech031,88.6,yes
fig-000005,cty1596,85.5,yes
fig-000003,cty1597,85.5,yes
fig-000005,cty1598,85.5,yes
fig-000003,cty1599,85.5,yes
fig-000411,iaj049,90.0,yes
fig-003427,iaj050,90.0,yes
fig-013688,iaj051,100.0,yes
fig-000900,iaj052,100.0,yes
fig-014368,min154,100.0,yes
fig-000004,47205pb094,85.5,yes
fig-000003,47205pb095,85.5,yes
fig-000003,twn461,85.5,yes
fig-000003,twn462,85.5,yes
fig-014994,min147,100.0,yes
fig-013312,min149,100.0,yes
fig-013703,min148,100.0,yes
fig-000003,hol323,85.5,yes
fig-000004,hol324,85.5,yes
fig-000003,pln195,85.5,yes
fig-000019,alp034,85.5,yes
fig-000010,dis115,85.5,yes
fig-000029,iaj053,85.5,yes
fig-013684,iaj054,100.0,yes
fig-005862,iaj055,90.0,yes
fig-000411,iaj056,90.0,yes
fig-013551,idea151,90.0,yes
fig-013549,idea152,90.0,yes
fig-013539,idea154,90.0,yes
fig-013552,idea153,90.0,yes
fig-013542,idea155,90.0,yes
fig-013546,idea156,90.0,yes
fig-013536,idea157,90.0,yes
fig-013706,sw1255,94.1,yes
fig-000007,sw1260,85.5,yes
fig-000110,dis110,90.0,yes
fig-013713,dis114,100.0,yes
fig-013712,dis113,100.0,yes
fig-000010,dis112,85.5,yes
fig-013711,dis111,90.0,yes
fig-000007,gen174,85.5,yes
fig-000007,gen174a,85.5,yes
fig-000005,gen176,85.5,yes
fig-000005,gen176a,85.5,yes
fig-014352,sw1312,95.0,yes
fig-000004,cty1600,85.5,yes
fig-000004,cty1601,85.5,yes
fig-000007,shg022,85.5,yes
fig-000010,shg023,85.5,yes
fig-000010,shg024,85.5,yes
fig-000061,sw1272,85.5,yes
fig-013769,njo0811,90.0,yes
fig-013781,njo0816,90.0,yes
fig-000053,njo0814,85.5,yes
fig-013788,njo0819,90.0,yes
fig-000006,njo0813,85.5,yes
fig-000072,njo0824,85.5,yes
fig-000005,njo0822,85.5,yes
fig-013787,njo0820,90.0,yes
fig-013772,njo0823,90.0,yes
fig-013779,njo0826,100.0,yes
fig-015601,njo0812,90.0,yes
fig-015257,njo0821,90.0,yes
fig-000061,njo0815,85.5,yes
fig-013767,njo0817,100.0,yes
fig-013778,njo0818,95.0,yes
fig-013784,njo0827,100.0,yes
fig-013783,njo0825,100.0,yes
fig-000004,par050a,85.5,yes
fig-000003,47394pb341,85.5,yes
fig-000007,dp178,85.5,yes
fig-003585,dp179,86.1,yes
fig-003575,dp180,90.0,yes
fig-000004,pln190s,85.5,yes
fig-000009,90398pb046,85.5,yes
fig-000003,47205pb096,85.5,yes
fig-000003,47205pb097,85.5,yes
fig-000003,47205pb098,85.5,yes
fig-000003,47394pb342,85.5,yes
fig-000003,47394pb343,85.5,yes
fig-000003,47394pb344,85.5,yes
fig-000045,47394pb345,85.5,yes
fig-000007,nba058,85.5,yes
fig-000005,nba058s,85.5,yes
fig-000038,njo0806,85.5,yes
fig-014065,crs113,90.0,yes
fig-000007,crs114,85.5,yes
fig-000004,sw1274,85.5,yes
fig-000004,47394pb346,85.5,yes
fig-000176,soc153,90.0,yes
fig-000176,soc153s,90.0,yes
fig-000003,twn463,85.5,yes
fig-000003,twn464,85.5,yes
fig-000005,hp419,85.5,yes
fig-000007,hp420,85.5,yes
fig-013825,hp421,96.7,yes
fig-000005,hp425,85.5,yes
fig-000048,hp423,85.5,yes
fig-013830,hp426,100.0,yes
fig-013824,hp422,87.2,yes
fig-000010,hp424,85.5,yes
fig-014195,sw1277,90.0,yes
fig-000005,sw1278,85.5,yes
fig-000005,sw1276,85.5,yes
fig-005097,sw1283,90.0,yes
fig-000038,sw1284,85.5,yes
fig-000061,sw1282,85.5,yes
fig-014207,sw1281,90.0,yes
fig-015317,sw1279,90.0,yes
fig-014210,sw1286,90.0,yes
fig-000007,sw1298,85.5,yes
fig-000072,sw1297,85.5,yes
fig-009479,sw1294,90.0,yes
fig-000071,sw1295,85.5,yes
fig-000038,sw1296,85.5,yes
fig-016176,jw105,90.0,yes
fig-016177,jw104,90.0,yes
fig-000038,jw103,85.5,yes
fig-012640,njo0828,100.0,yes
fig-013796,njo0829,90.0,yes
fig-013797,njo0830,95.0,yes
fig-013807,njo0831,96.6,yes
fig-013799,njo0832,100.0,yes
fig-013806,njo0833,100.0,yes
fig-013805,njo0834,94.1,yes
fig-013798,njo0835,90.0,yes
fig-013800,njo0836,100.0,yes
fig-013802,njo0837,95.2,yes
fig-013789,njo0838,100.0,yes
fig-013790,njo0839,100.0,yes
fig-013791,njo0840,100.0,yes
fig-013792,njo0841,100.0,yes
fig-013793,njo0842,100.0,yes
fig-014728,njo0843,90.0,yes
fig-003023,njo0844,90.0,yes
fig-013804,njo0845,94.1,yes
fig-013794,njo0846,100.0,yes
fig-000007,njo0807,85.5,yes
fig-000004,cty1602,85.5,yes
fig-013850,dis116,100.0,yes
fig-011951,dis117,90.0,yes
fig-013717,dis118,100.0,yes
fig-000061,dis119,85.5,yes
fig-000004,dis120,85.5,yes
fig-013841,dis122,93.9,yes
fig-005756,dis121,90.0,yes
fig-013844,dis123,90.0,yes
fig-000004,dis124,85.5,yes
fig-000003,dis125,85.5,yes
fig-014609,dis126,90.0,yes
fig-016076,hp427,90.0,yes
fig-000005,hp428,85.5,yes
fig-000005,hp429,85.5,yes
fig-000005,hp430,85.5,yes
fig-013816,hp431,100.0,yes
fig-008960,hp432,90.0,yes
fig-014025,hp433,88.0,yes
fig-013815,hp434,90.0,yes
fig-014026,hp435,87.8,yes
fig-000048,hp436,85.5,yes
fig-010579,hp437,90.0,yes
fig-013766,njo0810,95.0,yes
fig-013765,njo0809,95.0,yes
fig-013763,njo0808,95.0,yes
fig-000003,tech022as,85.5,yes
fig-000003,tech022bs,85.5,yes
fig-005994,jw106,90.0,yes
fig-000003,twn466,85.5,yes
fig-016076,hp438,90.0,yes
fig-000004,hp439,85.5,yes
fig-000007,hp440,85.5,yes
fig-013814,hp441,90.0,yes
fig-000004,soc154,85.5,yes
fig-000005,soc155,85.5,yes
fig-014008,soc156,90.0,yes
fig-014005,soc157,90.0,yes
fig-014006,soc158,90.0,yes
fig-013448,soc159,90.0,yes
fig-000004,soc160,85.5,yes
fig-000004,soc161,85.5,yes
fig-000003,soc162,85.5,yes
fig-000004,soc163,85.5,yes
fig-000004,soc164,85.5,yes
fig-000003,soc165,85.5,yes
fig-000007,soc166,85.5,yes
fig-000003,soc167,85.5,yes
fig-000004,soc168,85.5,yes
fig-000168,twn465,85.5,yes
fig-003602,dis127,90.0,yes
fig-001052,dis128,90.0,yes
fig-013864,dis129,100.0,yes
fig-000933,dis130,90.0,yes
fig-000007,div025,85.5,yes
fig-012400,div026,90.0,yes
fig-000004,47205pb099,85.5,yes
fig-000002,mk121,85.5,yes
fig-013835,mk122,100.0,yes
fig-000010,mk123,85.5,yes
fig-013840,mk124,100.0,yes
fig-013843,mk125,100.0,yes
fig-008262,mk126,90.0,yes
fig-000004,cty1603,85.5,yes
fig-000004,cty1604,85.5,yes
fig-000004,cty1605,85.5,yes
fig-000004,cty1606,85.5,yes
fig-000005,sh0880,85.5,yes
fig-008248,mk127,90.0,yes
fig-008246,mk128,90.0,yes
fig-000003,twn467,85.5,yes
fig-000007,frnd620,85.5,yes
fig-000004,frnd621,85.5,yes
fig-016177,jw107,90.0,yes
fig-000005,jw108,85.5,yes
fig-013860,mk129,97.0,yes
fig-013868,mk130,100.0,yes
fig-008248,mk131,90.0,yes
fig-000007,dp181,85.5,yes
fig-000004,cty1607,85.5,yes
fig-000004,cty1608,85.5,yes
fig-000007,cty1609,85.5,yes
fig-006691,cty1610,88.3,yes
fig-000004,cty1611,85.5,yes
fig-000003,cty1612,85.5,yes
fig-000005,cty1613,85.5,yes
fig-000005,cty1614,85.5,yes
fig-014344,dis139,93.9,yes
fig-000004,cty1615,85.5,yes
fig-000004,cty1616,85.5,yes
fig-000022,cty1617,85.5,yes
fig-000005,pln196,85.5,yes
fig-000004,adp093,85.5,yes
fig-000004,adp094,85.5,yes
fig-000003,adp095,85.5,yes
fig-000959,adp096,90.0,yes
fig-000007,frnd622,85.5,yes
fig-000003,frnd623,85.5,yes
fig-000030,cty1618,85.5,yes
fig-000001,cty1619,85.5,yes
fig-000917,cty1620,90.0,yes
fig-000003,cty1621,85.5,yes
fig-000004,cty1622,85.5,yes
fig-000004,cty1623,85.5,yes
fig-000003,cty1624,85.5,yes
fig-000004,sh0881,85.5,yes
fig-000007,frnd624,85.5,yes
fig-000004,frnd625,85.5,yes
fig-000007,frnd626,85.5,yes
fig-000003,cty1625,85.5,yes
fig-000005,cty1626,85.5,yes
fig-002069,cty1627,86.7,yes
fig-000005,cty1628,85.5,yes
fig-000007,frnd627,85.5,yes
fig-000007,frnd628,85.5,yes
fig-000003,frnd629,85.5,yes
fig-000003,frnd630,85.5,yes
fig-000003,frnd631,85.5,yes
fig-000004,frnd632,85.5,yes
fig-000004,frnd633,85.5,yes
fig-000005,47394pb347,85.5,yes
fig-000020,47205pb100,85.5,yes
fig-000014,47205pb101,85.5,yes
fig-000045,47205pb102,85.5,yes
fig-014105,dis131,90.0,yes
fig-000005,frnd634,85.5,yes
fig-000004,frnd635,85.5,yes
fig-000004,frnd636,85.5,yes
fig-000005,frnd637,85.5,yes
fig-000005,cty1629,85.5,yes
fig-000004,cty1630,85.5,yes
fig-005097,cty1631,90.0,yes
fig-012849,cty1632,87.0,yes
fig-000004,cty1633,85.5,yes
fig-000004,cty1634,85.5,yes
fig-000004,cty1635,85.5,yes
fig-000909,cty1636,90.0,yes
fig-000004,cty1637,85.5,yes
fig-000004,cty1638,85.5,yes
fig-000007,cty1639,85.5,yes
fig-000007,cty1640,85.5,yes
fig-000003,cty1641,85.5,yes
fig-000010,frnd638,85.5,yes
fig-000010,frnd639,85.5,yes
fig-000010,frnd640,85.5,yes
fig-000010,frnd641,85.5,yes
fig-000177,hky011,90.0,yes
fig-000177,hky011s,90.0,yes
fig-000004,pln197,85.5,yes
fig-000004,frnd642,85.5,yes
fig-000003,frnd643,85.5,yes
fig-000003,frnd644,85.5,yes
fig-000005,frnd645,85.5,yes
fig-000004,twn468,85.5,yes
fig-010942,njo0847,90.0,yes
fig-014296,sw1307,100.0,yes
fig-000504,sw1311,90.0,yes
fig-000003,cty1642,85.5,yes
fig-000003,cty1643,85.5,yes
fig-000004,cty1644,85.5,yes
fig-000004,cty1645,85.5,yes
fig-000003,cty1646,85.5,yes
fig-000004,cty1647,85.5,yes
fig-000004,cty1648,85.5,yes
fig-001612,cty1649,90.0,yes
fig-000003,cty1650,85.5,yes
fig-000004,cty1651,85.5,yes
fig-000004,cty1652,85.5,yes
fig-000003,cty1653,85.5,yes
fig-000004,cty1655,85.5,yes
fig-000004,cty1654,85.5,yes
fig-014295,sw1310,100.0,yes
fig-014297,sw1309,100.0,yes
fig-014260,sw1308,90.0,yes
fig-013994,sh0882,100.0,yes
